10,None,2,2,0.204426,0.792292
10,None,2,4,0.22067,0.775786
10,None,2,8,0.22303,0.773388
10,None,5,1,0.218967,0.777517
10,None,5,2,0.219281,0.777198
10,None,5,4,0.209294,0.787346
10,None,5,8,0.220742,0.775714
10,None,10,1,0.207969,0.788691
10,None,10,2,0.211008,0.785604
10,None,10,4,0.212197,0.784396
10,None,10,8,0.20981,0.786821
10,None,15,1,0.223362,0.773052
10,None,15,2,0.2147,0.781853
10,None,15,4,0.213335,0.78324
10,None,15,8,0.219237,0.777243
10,None,20,1,0.220707,0.775749
10,None,20,2,0.217372,0.779138
10,None,20,4,0.221921,0.774516
10,None,20,8,0.215733,0.780803
10,10,2,1,0.252138,0.743814
10,10,2,2,0.242202,0.753909
10,10,2,4,0.240799,0.755335
10,10,2,8,0.244633,0.751439
10,10,5,1,0.24682,0.749217
10,10,5,2,0.239446,0.756709
10,10,5,4,0.244093,0.751988
10,10,5,8,0.247924,0.748095
10,10,10,1,0.252717,0.743225
10,10,10,2,0.246019,0.750031
10,10,10,4,0.23743,0.758757
10,10,10,8,0.242588,0.753517
10,10,15,1,0.241349,0.754776
10,10,15,2,0.250417,0.745562
10,10,15,4,0.244641,0.751431
10,10,15,8,0.239028,0.757134
10,10,20,1,0.249479,0.746516
10,10,20,2,0.24443,0.751645
10,10,20,4,0.248179,0.747836
10,10,20,8,0.243689,0.752398
10,20,2,1,0.215813,0.780722
10,20,2,2,0.213614,0.782956
10,20,2,4,0.215417,0.781124
10,20,2,8,0.224081,0.772321
10,20,5,1,0.220059,0.776407
10,20,5,2,0.211665,0.784937
10,20,5,4,0.210821,0.785794
10,20,5,8,0.218665,0.777824
10,20,10,1,0.20891,0.787736
10,20,10,2,0.214518,0.782037
10,20,10,4,0.210495,0.786125
10,20,10,8,0.231209,0.765078
10,20,15,1,0.211476,0.785129
10,20,15,2,0.215766,0.78077
10,20,15,4,0.218892,0.777593
10,20,15,8,0.219618,0.776856
10,20,20,1,0.220423,0.776038
10,20,20,2,0.22353,0.77288
10,20,20,4,0.216314,0.780213
10,20,20,8,0.221995,0.77444
10,30,2,1,0.218151,0.778346
10,30,2,2,0.21766,0.778845
10,30,2,4,0.206364,0.790323
10,30,2,8,0.216594,0.779928
10,30,5,1,0.221201,0.775248
10,30,5,2,0.205765,0.790931
10,30,5,4,0.211114,0.785496
10,30,5,8,0.218473,0.778019
10,30,10,1,0.223549,0.772862
10,30,10,2,0.212073,0.784521
10,30,10,4,0.214607,0.781947
10,30,10,8,0.222756,0.773667
10,30,15,1,0.221783,0.774656
10,30,15,2,0.21587,0.780663
10,30,15,4,0.21301,0.783569
10,30,15,8,0.215103,0.781443
10,30,20,1,0.218395,0.778098
10,30,20,2,0.223805,0.772601
10,30,20,4,0.213608,0.782962
10,30,20,8,0.225014,0.771374
10,40,2,1,0.215923,0.78061
10,40,2,2,0.215825,0.780709
10,40,2,4,0.212961,0.783619
10,40,2,8,0.222113,0.77432
10,40,5,1,0.222686,0.773738
10,40,5,2,0.210998,0.785614
10,40,5,4,0.212672,0.783913
10,40,5,8,0.22062,0.775838
10,40,10,1,0.210942,0.785671
10,40,10,2,0.21443,0.782127
10,40,10,4,0.205945,0.790748
10,40,10,8,0.216464,0.780061
10,40,15,1,0.213753,0.782815
10,40,15,2,0.215378,0.781164
10,40,15,4,0.217162,0.779351
10,40,15,8,0.213668,0.782901
10,40,20,1,0.219364,0.777113
10,40,20,2,0.21708,0.779435
10,40,20,4,0.218709,0.777779
10,40,20,8,0.21846,0.778032
10,50,2,1,0.21816,0.778337
10,50,2,2,0.214489,0.782067
10,50,2,4,0.216201,0.780327
10,50,2,8,0.211893,0.784704
10,50,5,1,0.215582,0.780957
10,50,5,2,0.212949,0.783632
10,50,5,4,0.212727,0.783858
10,50,5,8,0.219819,0.776652
10,50,10,1,0.208082,0.788577
10,50,10,2,0.209613,0.787021
10,50,10,4,0.216951,0.779566
10,50,10,8,0.220786,0.775669
10,50,15,1,0.216215,0.780313
10,50,15,2,0.222574,0.773852
10,50,15,4,0.20792,0.788742
10,50,15,8,0.221777,0.774662
10,50,20,1,0.224052,0.772351
10,50,20,2,0.224961,0.771427
10,50,20,4,0.219111,0.777371
10,50,20,8,0.217545,0.778962
50,None,2,1,0.199514,0.797282
50,None,2,2,0.196116,0.800735
50,None,2,4,0.198441,0.798373
50,None,2,8,0.210072,0.786555
50,None,5,1,0.199383,0.797416
50,None,5,2,0.195725,0.801132
50,None,5,4,0.197356,0.799476
50,None,5,8,0.207152,0.789522
50,None,10,1,0.201303,0.795464
50,None,10,2,0.201592,0.795171
50,None,10,4,0.200659,0.796119
50,None,10,8,0.208281,0.788375
50,None,15,1,0.205292,0.791411
50,None,15,2,0.20394,0.792785
50,None,15,4,0.205396,0.791306
50,None,15,8,0.212237,0.784356
50,None,20,1,0.207473,0.789196
50,None,20,2,0.207514,0.789154
50,None,20,4,0.206654,0.790027
50,None,20,8,0.213971,0.782593
50,10,2,1,0.235374,0.760847
50,10,2,2,0.23557,0.760648
50,10,2,4,0.232157,0.764116
50,10,2,8,0.238145,0.758031
50,10,5,1,0.239457,0.756698
50,10,5,2,0.236122,0.760086
50,10,5,4,0.232446,0.763822
50,10,5,8,0.239616,0.756536
50,10,10,1,0.238549,0.757621
50,10,10,2,0.234734,0.761497
50,10,10,4,0.234512,0.761723
50,10,10,8,0.237607,0.758578
50,10,15,1,0.243049,0.753049
50,10,15,2,0.240005,0.756141
50,10,15,4,0.235861,0.760351
50,10,15,8,0.240518,0.75562
50,10,20,1,0.238071,0.758107
50,10,20,2,0.234687,0.761545
50,10,20,4,0.239821,0.756328
50,10,20,8,0.239198,0.756961
50,20,2,1,0.199599,0.797196
50,20,2,2,0.200734,0.796043
50,20,2,4,0.200322,0.796461
50,20,2,8,0.209476,0.787161
50,20,5,1,0.199272,0.797528
50,20,5,2,0.195771,0.801086
50,20,5,4,0.200859,0.795916
50,20,5,8,0.209447,0.78719
50,20,10,1,0.19894,0.797866
50,20,10,2,0.201426,0.795339
50,20,10,4,0.199297,0.797503
50,20,10,8,0.212211,0.784381
50,20,15,1,0.204102,0.792621
50,20,15,2,0.201553,0.795211
50,20,15,4,0.205306,0.791397
50,20,15,8,0.209728,0.786904
50,20,20,1,0.208822,0.787825
50,20,20,2,0.205777,0.790919
50,20,20,4,0.208896,0.787749
50,20,20,8,0.208057,0.788602
50,30,2,1,0.200132,0.796655
50,30,2,2,0.197276,0.799557
50,30,2,4,0.199795,0.796997
50,30,2,8,0.20706,0.789616
50,30,5,1,0.199487,0.79731
50,30,5,2,0.197862,0.79896
50,30,5,4,0.197939,0.798883
50,30,5,8,0.205881,0.790813
50,30,10,1,0.200696,0.796081
50,30,10,2,0.199567,0.797228
50,30,10,4,0.199982,0.796806
50,30,10,8,0.211557,0.785046
50,30,15,1,0.203796,0.792931
50,30,15,2,0.202741,0.794003
50,30,15,4,0.20699,0.789686
50,30,15,8,0.209851,0.786779
50,30,20,1,0.206189,0.7905
50,30,20,2,0.208616,0.788034
50,30,20,4,0.205347,0.791355
50,30,20,8,0.210858,0.785757
50,40,2,1,0.197008,0.799828
50,40,2,2,0.197669,0.799157
50,40,2,4,0.199918,0.796872
50,40,2,8,0.2107,0.785917
50,40,5,1,0.201294,0.795474
50,40,5,2,0.198198,0.79862
50,40,5,4,0.200619,0.79616
50,40,5,8,0.210211,0.786414
50,40,10,1,0.202252,0.7945
50,40,10,2,0.201611,0.795152
50,40,10,4,0.202681,0.794064
50,40,10,8,0.21156,0.785043
50,40,15,1,0.203417,0.793316
50,40,15,2,0.203456,0.793278
50,40,15,4,0.204898,0.791812
50,40,15,8,0.211443,0.785162
50,40,20,1,0.205616,0.791082
50,40,20,2,0.204812,0.791899
50,40,20,4,0.204105,0.792617
50,40,20,8,0.209309,0.78733
50,50,2,1,0.198483,0.79833
50,50,2,2,0.196776,0.800064
50,50,2,4,0.198474,0.79834
50,50,2,8,0.208179,0.788478
50,50,5,1,0.19887,0.797937
50,50,5,2,0.198188,0.79863
50,50,5,4,0.199652,0.797143
50,50,5,8,0.208803,0.787844
50,50,10,1,0.201854,0.794905
50,50,10,2,0.200345,0.796438
50,50,10,4,0.20099,0.795783
50,50,10,8,0.20931,0.787329
50,50,15,1,0.205285,0.791419
50,50,15,2,0.204833,0.791878
50,50,15,4,0.19988,0.79691
50,50,15,8,0.212482,0.784106
50,50,20,1,0.206462,0.790223
50,50,20,2,0.20397,0.792755
50,50,20,4,0.206472,0.790212
50,50,20,8,0.212567,0.784019
100,None,2,1,0.19594,0.800914
100,None,2,2,0.193086,0.803814
100,None,2,4,0.198999,0.797806
100,None,2,8,0.207551,0.789116
100,None,5,1,0.196174,0.800676
100,None,5,2,0.196658,0.800185
100,None,5,4,0.201588,0.795175
100,None,5,8,0.210023,0.786605
100,None,10,1,0.200563,0.796217
100,None,10,2,0.199286,0.797514
100,None,10,4,0.199758,0.797034
100,None,10,8,0.210308,0.786315
100,None,15,1,0.200407,0.796375
100,None,15,2,0.201641,0.795121
100,None,15,4,0.202642,0.794104
100,None,15,8,0.210159,0.786466
100,None,20,1,0.206048,0.790643
100,None,20,2,0.205406,0.791295
100,None,20,4,0.20442,0.792297
100,None,20,8,0.209392,0.787246
100,10,2,1,0.238844,0.757321
100,10,2,2,0.236257,0.759949
100,10,2,4,0.233225,0.76303
100,10,2,8,0.237813,0.758368
100,10,5,1,0.23723,0.758961
100,10,5,2,0.233273,0.762981
100,10,5,4,0.231991,0.764284
100,10,5,8,0.237643,0.758541
100,10,10,1,0.238933,0.75723
100,10,10,2,0.233208,0.763048
100,10,10,4,0.23441,0.761826
100,10,10,8,0.238254,0.75792
100,10,15,1,0.235168,0.761056
100,10,15,2,0.23406,0.762181
100,10,15,4,0.236452,0.759751
100,10,15,8,0.235621,0.760596
100,10,20,1,0.241439,0.754684
100,10,20,2,0.235736,0.760479
100,10,20,4,0.236745,0.759454
100,10,20,8,0.238267,0.757907
100,20,2,1,0.196775,0.800066
100,20,2,2,0.195248,0.801617
100,20,2,4,0.201446,0.795319
100,20,2,8,0.209491,0.787145
100,20,5,1,0.198147,0.798671
100,20,5,2,0.195946,0.800908
100,20,5,4,0.196756,0.800085
100,20,5,8,0.208693,0.787956
100,20,10,1,0.200238,0.796546
100,20,10,2,0.197373,0.799458
100,20,10,4,0.199473,0.797324
100,20,10,8,0.20922,0.787421
100,20,15,1,0.202458,0.794291
100,20,15,2,0.202761,0.793983
100,20,15,4,0.202535,0.794213
100,20,15,8,0.20887,0.787776
100,20,20,1,0.206195,0.790494
100,20,20,2,0.204033,0.792691
100,20,20,4,0.205758,0.790938
100,20,20,8,0.210071,0.786556
100,30,2,1,0.196897,0.799942
100,30,2,2,0.194748,0.802125
100,30,2,4,0.199498,0.797299
100,30,2,8,0.207496,0.789172
100,30,5,1,0.195872,0.800982
100,30,5,2,0.19551,0.80135
100,30,5,4,0.198716,0.798093
100,30,5,8,0.20771,0.788955
100,30,10,1,0.199255,0.797546
100,30,10,2,0.199863,0.796928
100,30,10,4,0.201452,0.795313
100,30,10,8,0.207151,0.789523
100,30,15,1,0.203806,0.792921
100,30,15,2,0.202948,0.793793
100,30,15,4,0.202363,0.794388
100,30,15,8,0.209669,0.786964
100,30,20,1,0.204919,0.791791
100,30,20,2,0.206568,0.790115
100,30,20,4,0.207465,0.789203
100,30,20,8,0.211834,0.784764
100,40,2,1,0.196843,0.799997
100,40,2,2,0.196317,0.800531
100,40,2,4,0.19622,0.80063
100,40,2,8,0.212264,0.784327
100,40,5,1,0.197855,0.798968
100,40,5,2,0.196349,0.800498
100,40,5,4,0.199862,0.796929
100,40,5,8,0.209123,0.787519
100,40,10,1,0.198807,0.798001
100,40,10,2,0.19964,0.797154
100,40,10,4,0.199772,0.79702
100,40,10,8,0.211024,0.785588
100,40,15,1,0.204702,0.792011
100,40,15,2,0.200325,0.796459
100,40,15,4,0.201175,0.795595
100,40,15,8,0.209432,0.787206
100,40,20,1,0.204937,0.791772
100,40,20,2,0.203417,0.793316
100,40,20,4,0.204686,0.792027
100,40,20,8,0.209478,0.787158
100,50,2,1,0.198344,0.798471
100,50,2,2,0.193178,0.80372
100,50,2,4,0.199495,0.797302
100,50,2,8,0.207952,0.788709
100,50,5,1,0.196543,0.800301
100,50,5,2,0.194898,0.801972
100,50,5,4,0.198752,0.798057
100,50,5,8,0.208302,0.788354
100,50,10,1,0.198981,0.797824
100,50,10,2,0.195597,0.801263
100,50,10,4,0.20059,0.79619
100,50,10,8,0.208529,0.788123
100,50,15,1,0.20174,0.795021
100,50,15,2,0.202712,0.794033
100,50,15,4,0.200985,0.795788
100,50,15,8,0.20789,0.788772
100,50,20,1,0.205154,0.791551
100,50,20,2,0.203593,0.793138
100,50,20,4,0.207896,0.788766
100,50,20,8,0.208053,0.788606
200,None,2,1,0.196151,0.8007
200,None,2,2,0.195124,0.801743
200,None,2,4,0.197822,0.799002
200,None,2,8,0.207635,0.789031
200,None,5,1,0.195816,0.80104
200,None,5,2,0.194744,0.802129
200,None,5,4,0.197664,0.799162
200,None,5,8,0.206999,0.789678
200,None,10,1,0.199372,0.797427
200,None,10,2,0.197936,0.798886
200,None,10,4,0.19888,0.797927
200,None,10,8,0.207245,0.789427
200,None,15,1,0.201594,0.795169
200,None,15,2,0.201198,0.795571
200,None,15,4,0.201743,0.795018
200,None,15,8,0.207951,0.78871
200,None,20,1,0.204402,0.792316
200,None,20,2,0.203902,0.792824
200,None,20,4,0.20482,0.791891
200,None,20,8,0.209009,0.787635
200,10,2,1,0.237572,0.758613
200,10,2,2,0.233448,0.762804
200,10,2,4,0.233834,0.762411
200,10,2,8,0.237452,0.758736
200,10,5,1,0.235117,0.761108
200,10,5,2,0.23318,0.763076
200,10,5,4,0.232485,0.763782
200,10,5,8,0.237601,0.758584
200,10,10,1,0.236429,0.759775
200,10,10,2,0.235886,0.760326
200,10,10,4,0.234125,0.762116
200,10,10,8,0.23493,0.761298
200,10,15,1,0.23996,0.756187
200,10,15,2,0.235563,0.760655
200,10,15,4,0.233971,0.762272
200,10,15,8,0.235163,0.761062
200,10,20,1,0.237349,0.75884
200,10,20,2,0.237831,0.75835
200,10,20,4,0.2356,0.760617
200,10,20,8,0.23626,0.759946
200,20,2,1,0.194726,0.802147
200,20,2,2,0.193975,0.802911
200,20,2,4,0.196907,0.799932
200,20,2,8,0.207343,0.789328
200,20,5,1,0.195869,0.800986
200,20,5,2,0.19453,0.802346
200,20,5,4,0.196809,0.800031
200,20,5,8,0.20687,0.789809
200,20,10,1,0.198945,0.797861
200,20,10,2,0.197216,0.799618
200,20,10,4,0.197595,0.799232
200,20,10,8,0.20986,0.786771
200,20,15,1,0.201457,0.795309
200,20,15,2,0.201727,0.795034
200,20,15,4,0.201169,0.795601
200,20,15,8,0.207616,0.789051
200,20,20,1,0.205527,0.791173
200,20,20,2,0.203561,0.793171
200,20,20,4,0.204229,0.792492
200,20,20,8,0.209769,0.786863
200,30,2,1,0.196161,0.800689
200,30,2,2,0.194131,0.802752
200,30,2,4,0.198328,0.798488
